Drug Name,gene_name,entrez
"(5s)-5-iododihydro-2,4(1h,3h)-pyrimidinedione",DPYD,1806
palmitoyl-linoleoyl phosphatidylcholine,PCTP,58488
"4-(1,3,2-dioxaborolan-2-yloxy)butan-1-aminium",PRSS3,5646
5-monophosphate-9-beta-d-ribofuranosyl xanthine,ATIC,471
5-monophosphate-9-beta-d-ribofuranosyl xanthine,HPRT1,3251
"3,5,6,8-tetramethyl-n-methyl phenanthrolinium",METAP2,10988
methyl methylsulfinylmethyl sulfide,FKBP1A,2280
cyclic gmp,PDE2A,5138
cyclic gmp,HCN2,610
cyclic gmp,PRKAR1A,5573
2-deoxy-2-fluoro-alpha-d-mannosyl fluoride,MAN2A1,4124
n-beta-d-glucopyranosylacetamide,PYGM,5837
heparin disaccharide i-s,CCL5,6352
em-1745,HSD17B1,3292
1-hydroxyamine-2-isobutylmalonic acid,MMP8,4317
2-[(3-hydroxy-2-methyl-5-phosphonooxymethyl-pyridin-4-ylmethyl)-imino]-5-phosphono-pent-3-enoic acid,CTH,1491
carbenoxolone,HSD11B1,3290
deoxyuridine-5'-triphosphate,maf,4094
deoxyuridine-5'-triphosphate,dcd,117159
deoxyuridine-5'-triphosphate,dut,1854
deoxyuridine-5'-triphosphate,dut,1854
2-aminothiazoline,NOS3,4846
ru83876,SRC,6714
s-(d-carboxybutyl)-l-homocysteine,BHMT,635
nadph,TXNRD1,7296
nadph,DPYD,1806
nadph,AASS,10157
n-acetyl-serine,F13A1,2162
"mdl 101,146",CELA1,1990
"mdl 101,146",ELANE,1991
2-methoxyestradiol,HIF1A,3091
2-methoxyestradiol,COMT,1312
2-methoxyestradiol,CYP1A1,1543
2-methoxyestradiol,CYP1B1,1545
2-methoxyestradiol,CYP19A1,1588
"3,6,9,12,15-pentaoxaheptadecane",kynU,8942
"3,6,9,12,15-pentaoxaheptadecane",ACHE,43
selenocysteine,CAMP,820
selenocysteine,NME1,4830
2-amino-3-(5-tert-butyl-3-(phosphonomethoxy)-4-isoxazolyl)propionic acid,GRIA2,2891
monofluorophosphate ion,PYGM,5837
"n-hydroxy-4-[(4-methoxylphenyl)sulfonyl]-2,2-dimethyl-hexahydro-1,4-thiazepine-3(s)-carboxamide",MMP3,4314
3-(benzyloxy)pyridin-2-amine,MAPK14,1432
3-(benzyloxy)pyridin-2-amine,LTA4H,4048
heparin disaccharide iii-s,CCL5,6352
4-{[1-methyl-5-(2-methyl-benzoimidazol-1-ylmethyl)-1h-benzoimidazol-2-ylmethyl]-amino}-benzamidine,PRSS1,5644
ly374571,MTHFD1,4522
"9-butyl-8-(2,5-dimethoxy-benzyl)-9h-purin-6-ylamine",HSP90AA1,3320
bis-napthyl beta-ketophosphonic acid,CTSG,1511
2'-monophosphoadenosine-5'-diphosphate,RNASE1,6035
cra_10762,PRSS1,5644
(1n)-4-n-butoxyphenylsulfonyl-(2r)-n-hydroxycarboxamido-(4s)-methanesulfonylamino-pyrrolidine,MMP3,4314
"2-(2-hydroxy-1,1-dihydroxymethyl-ethylamino)-ethanesulfonic acid",C1S,716
adenosine monotungstate,FHIT,2272
myricetin,PIK3CG,5294
myricetin,JAK1,3716
"d-gluconhydroximo-1,5-lactam",LCT,3938
guanine,PNP,4860
guanine,gpt,2875
guanine,GCH1,2643
mmi-175,BACE1,23621
beta-d-glucose,PYGM,5837
beta-d-glucose,GCK,2645
beta-d-glucose,galM,130589
beta-d-glucose,celA1,1990
beta-d-glucose,GLT6D1,360203
beta-d-glucose,GNPDA1,10007
beta-d-glucose,NUDT9,53343
beta-d-glucose,SMARCA5,8467
beta-d-glucose,AMY1A,276
beta-d-glucose,NCAN,1463
beta-d-glucose,aspA,443
beta-d-glucose,LCTL,197021
beta-d-glucose,AMY2A,279
beta-d-glucose,KRTAP5-2,440021
beta-d-glucose,SIGLEC1,6614
beta-d-glucose,MB,4151
beta-d-glucose,LGALS2,3957
beta-d-glucose,PTGS1,5742
beta-d-glucose,HK1,3098
beta-d-glucose,LGALS7,3963
beta-d-glucose,KRTAP5-3,387266
beta-d-glucose,AMY2B,280
beta-d-glucose,SFTPD,6441
beta-d-glucose,IFNB1,3456
nor-noha,ARG1,383
tolrestat,AKR1B1,231
tolrestat,AKR1A1,10327
tolrestat,AKR1B10,57016
leucine phosphonic acid,LAP3,51056
"cyclohexyl-{4-[5-(3,4-dichlorophenyl)-2-piperidin-4-yl-3-propyl-3h-imidazol-4-yl]-pyrimidin-2-yl}amine",MAPK10,5602
"2-amino-7-[2-(2-hydroxy-1-hydroxymethyl-ethylamino)-ethyl]-1,7-dihydro-purin-6-one",PNP,4860
"d-gluco-2,5-anhydro-1-deoxy-1-phosphonohexitol-6-phosphate",PFKFB1,5207
"3-hydroxymethyl-5-aziridinyl-1methyl-2-[1h-indole-4,7-dione]-propanol",NQO1,1728
methylethylamine,MB,4151
6-[n-(4-(aminomethyl)phenyl)carbamyl]-2-naphthalenecarboxamidine,PLAU,5328
es-936,NQO1,1728
"4-hydroxy-1,2,5-oxadiazole-3-carboxylic acid",LDHB,3945
1-deoxy-1-thio-heptaethylene glycol,ACHE,43
12-bromododecanoic acid,PAEP,5047
6-o-cyclohexylmethyl guanine,CDK2,1017
6-o-cyclohexylmethyl guanine,CCNA2,890
"2-acetyl-3-[(4-amino-2-methyl-5-pyrimidinyl)methyl]-4-methyl-5-(4,6,6-trihydroxy-3,5-dioxa-4,6-diphosphahex-1-yl)thiazolium inner salt p,p'-dioxide",por,5447
"(r,r)-2,3-butanediol",UBE2D2,7322
ethyl oxo(piperidin-1-yl)acetate,PPIA,5478
"[[4-(aminomethyl)phenyl]amino]oxo-acetic acid,",PTPN1,5770
uridine-5'-diphosphate-mannose,galE,2582
methyl-2-s-(alpha-d-mannopyranosyl)-2-thio-alpha-d-mannopyranoside,MAN1B1,11253
geldanamycin,HSP90AB1,3326
geldanamycin,HSP90AA1,3320
geldanamycin,HSP90B1,7184
carboxyatractyloside,SLC25A4,291
"2,4-diamino-6-[n-(2',5'-dimethoxybenzyl)-n-methylamino]quinazoline",DHFR,1719
4-(aminosulfonyl)-n-[(4-fluorophenyl)methyl]-benzamide,CA2,760
cytidine-5'-triphosphate,UCK2,7371
ru90395,SRC,6714
aminomethylcyclohexane,PRSS1,5644
{4-[(2s)-2-({[(1s)-1-carboxy-2-phenylethyl]carbamoyl}amino)-3-oxo-3-(pentylamino)propyl]phenoxy}malonic acid,PTPN1,5770
2-deoxy-2-amino glucitol-6-phosphate,GNPDA1,10007
"3,8,9,10-tetrahydroxy-7-hydroxymethyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione",PYGM,5837
n-tridecanoic acid,PLA2G2A,5320
n-tridecanoic acid,PLA2G1B,5319
n-tridecanoic acid,PLA2G2E,30814
3-(1h-indol-3-yl)-2-[4-(4-phenyl-piperidin-1-yl)-benzenesulfonylamino]-propionic acid,MMP3,4314
b-nonylglucoside,RHO,6010
b-nonylglucoside,AQP1,358
b-nonylglucoside,CLPS,1208
b-nonylglucoside,PNLIP,5406
b-nonylglucoside,MIP,4284
b-nonylglucoside,KCNJ3,3760
thymidine 5'-triphosphate,TK2,7084
thymidine 5'-triphosphate,TK1,7083
antimonous acid,arsA,410
undecyl-phosphinic acid butyl ester,LIPF,8513
"s-(2,4-dinitrophenyl)glutathione",GSTM1,2944
"s-(2,4-dinitrophenyl)glutathione",GSTM2,2946
4-guanidinobenzoic acid,CFB,629
thiocoumarin,NOS2,4843
2-(2-hydroxy-phenyl)-1h-indole-5-carboxamidine,PRSS1,5644
benzylamine,PRSS2,5645
benzylamine,PRSS1,5644
methoxy arachidonyl fluorophosphonate,FAAH,2166
bms-181156,RARG,5916
l-methionine (s)-s-oxide,celA1,1990
l-methionine (s)-s-oxide,RAB5A,5868
12-phenylheme,HMOX1,3162
nojirimycine tetrazole,LCT,3938
nojirimycine tetrazole,PYGM,5837
nojirimycine tetrazole,LCTL,197021
"7,8-dihydroinosine",ADA,100
"6-[n-(1-isopropyl-3,4-dihydro-7-isoquinolinyl)carbamyl]-2-naphthalenecarboxamidine",PLAU,5328
n-({4-[4-(2-methyl-1h-imidazol-1-yl)butyl]phenyl}acetyl)-l-seryl-n-(2-cyclohexylethyl)-l-lysinamide,NMT1,4836
(r)-n-(3-indol-1-yl-2-methyl-propyl)-4-sulfamoyl-benzamide,CA2,760
n-benzylformamide,ADH1B,125
phosphonothreonine,RHO,6010
phosphonothreonine,PRKACA,5566
phosphonothreonine,PRKACB,5567
phosphonothreonine,CDK7,1022
phosphonothreonine,S100A11,6282
phosphonothreonine,MAPK12,6300
phosphonothreonine,PRKCQ,5588
phosphonothreonine,AURKA,6790
phosphonothreonine,MAPK1,5594
etheno-nad,LDHA,3939
etheno-nad,BST1,683
cytidine-5'-monophosphate-5-n-acetylneuraminic acid,CMAS,55907
2-hydroxyethyl disulfide,GSTA1,2938
(diaminomethyl-methyl-amino)-acetic acid,CKM,1158
4-[4-(1-amino-1-methylethyl)phenyl]-5-chloro-n-[4-(2-morpholin-4-ylethyl)phenyl]pyrimidin-2-amine,FGFR2,2263
ghavamiol,MAN2A1,4124
hydantocidin-5'-phosphate,purA,5813
(s)-3-phenyllactic acid,RPL10L,140801
(s)-3-phenyllactic acid,RPL13A,23521
(s)-3-phenyllactic acid,RPL23,9349
(s)-3-phenyllactic acid,RPL15,6138
(s)-3-phenyllactic acid,RPL19,6143
(s)-3-phenyllactic acid,RPL23A,6147
(s)-3-phenyllactic acid,RSL24D1,51187
(s)-3-phenyllactic acid,RPL26L1,51121
(s)-3-phenyllactic acid,RPL8,6132
(s)-3-phenyllactic acid,RPL37,6167
(s)-3-phenyllactic acid,RPL3,6122
(s)-3-phenyllactic acid,RPL11,6135
(s)-3-phenyllactic acid,SNU13,4809
(s)-3-phenyllactic acid,CPA1,1357
l-alpha-glycerophosphorylserine,ANXA5,308
carba-nicotinamide-adenine-dinucleotide,PARP1,142
dinor-n(omega)-hydroxy-l-arginine,ARG1,383
[3-(1-benzyl-3-carbamoylmethyl-2-methyl-1h-indol-5-yloxy)-propyl-]-phosphonic acid,PLA2G2A,5320
"2,6,8-trimethyl-3-amino-9-benzyl-9-methoxynonanoic acid",PPP1CA,5499
"2,6,8-trimethyl-3-amino-9-benzyl-9-methoxynonanoic acid",PPP2R1A,5518
"2,6,8-trimethyl-3-amino-9-benzyl-9-methoxynonanoic acid",PPP2CA,5515
"2,6,8-trimethyl-3-amino-9-benzyl-9-methoxynonanoic acid",PPP2R5C,5527
"2,6,8-trimethyl-3-amino-9-benzyl-9-methoxynonanoic acid",PPP2R2A,5520
isopentyl pyrophosphate,FDPS,2224
farnesol,MAOB,4129
farnesol,NR1H4,9971
"1,6-fructose diphosphate (linear form)",ALDOA,226
"1,6-fructose diphosphate (linear form)",ALDOB,229
sn-glycerol 3-phosphate,PFKFB1,5207
sn-glycerol 3-phosphate,ALDOB,229
n-acetylalanine,AKR1B1,231
indirubin-5-sulphonate,PYGM,5837
cra_10655,PRSS1,5644
cra_10655,PLAU,5328
cyclic adenosine monophosphate,HCN2,610
cyclic adenosine monophosphate,PRKAR1A,5573
cyclic adenosine monophosphate,PRKAR2B,5577
cyclic adenosine monophosphate,crp,1401
tetrazolyl histidine,MB,4151
gamma-aminobutyric acid,GATM,2628
gamma-aminobutyric acid,GABBR1,2550
gamma-aminobutyric acid,GABBR2,9568
"2,4,6-triaminoquinazoline",DHRS4L1,728635
aminodi(ethyloxy)ethylaminocarbonylbenzenesulfonamide,CA2,760
"n-[4-(2-methylimidazo[1,2-a]pyridin-3-yl)-2-pyrimidinyl]acetamide",CDK2,1017
4-hydroxybutan-1-aminium,PRSS3,5646
(4s)-5-fluoro-l-leucine,UBB,7314
fexaramine,NR1H4,9971
vorinostat,HDAC1,3065
vorinostat,HDAC2,3066
vorinostat,HDAC3,8841
vorinostat,HDAC6,10013
vorinostat,HDAC8,55869
guanosine-5'-diphosphate-rhamnose,GMDS,2762
d-glucitol 6-phosphate,GPI,2821
"8-(2-chloro-3,4,5-trimethoxy-benzyl)-2-fluoro-9-pent-4-ylnyl-9h-purin-6-ylamine",HSP90AA1,3320
"6-[n-(4-ethyl-1,2,3,4-tetrahydro-6-isoquinolinyl)carbamyl]-2-naphthalenecarboxamidine",PLAU,5328
geranyl diphosphate,FDPS,2224
geranyl diphosphate,GGPS1,9453
glutathionylspermidine disulfide,GSR,2936
sp4160,IL2,3558
d-phenylalanine,CRH,1392
phosphoramidon,MME,4311
phosphoramidon,KEL,3792
n-(3-phenyl-2-sulfanylpropanoyl)phenylalanylalanine,MME,4311
"6-(octahydro-1h-indol-1-ylmethyl)decahydroquinazoline-2,4-diamine",DHFR,1719
"quinonoid 7,8-tetrahydrobiopterin",PAH,5053
hexanoyl-coa,ECHS1,1892
4-(dimethylamino)-n-[7-(hydroxyamino)-7-oxoheptyl]benzamide,HDAC8,55869
peldesine,PNP,4860
"2',3'-dehydro-2',3'-deoxy-thymidine 5'-diphosphate",NME1,4830
pd150606,CAPNS1,826
"2'-deoxycytidine-2'-deoxyadenosine-3',5'-monophosphate",RNASE1,6035
pentaglyme,PFN2,5217
pentaglyme,purA,5813
"n(2)-carbamimidoyl-n-{2-[4-(3-{4-[(5-carboxyfuran-2-yl)methoxy]-2,3-dichlorophenyl}-1-methyl-1h-pyrazol-5-yl)piperidin-1-yl]-2-oxoethyl}-d-leucinamide",IL2,3558
"n6-(2,5-dimethoxy-benzyl)-n6-methyl-pyrido[2,3-d]pyrimidine-2,4,6-triamine",DHFR,1719
4-(hydroxymethyl)benzamidine,PRSS3,5646
colforsin,ADCY2,108
colforsin,GNAS,2778
colforsin,ADCY5,111
colforsin,CFTR,1080
se-ethyl-isoselenourea,NOS3,4846
2'-deoxycytidine,TK2,7084
2'-deoxycytidine,DCK,1633
"alpha,beta-methyleneadenosine 5'-triphosphate",NMNAT3,349565
"alpha,beta-methyleneadenosine 5'-triphosphate",lipJ,142910
"[2(r,s)-2-sulfanylheptanoyl]-phe-ala",MME,4311
"n-alpha-acetyl-3,5-diiodotyrosylglycine",PAM,5066
al7182,CA2,760
1-amino-6-cyclohex-3-enylmethyloxypurine,CDK2,1017
2-deoxy-glucose-6-phosphate,PYGM,5837
adenosine phosphonoacetic acid,NME1,4830
"n-(2,3,4,5,6-pentaflouro-benzyl)-4-sulfamoyl-benzamide",CA2,760
balanol analog 1,PRKACA,5566
capric dimethyl amine oxide,DHODH,1723
capric dimethyl amine oxide,PNLIPRP2,5408
compound 19,PTPN1,5770
compound 19,ESR1,2099
fr117016,ADA,100
3-(4-{2-[2-(2-bromo-acetylamino)-ethyldisulfanyl]-ethylcarbamoyl}-cyclohexylcarbamoyl)-pyrazine-2-carboxylic acid,PTPN1,5770
latrunculin a,ACTA1,58
latrunculin a,GSN,2934
2-(oxalyl-amino)-benzoic acid,PTPN1,5770
aminophosphonic acid-guanylate ester,CDC42,998
homoserine lactone,SLC9A1,6548
"1-[3,3-dimethyl-2-(2-methylamino-propionylamino)-butyryl]-pyrrolidine-2-carboxylic acid(1,2,3,4-tetrahydro-naphthalen-1-yl)-amide",XIAP,331
cibacron blue,NQO1,1728
cibacron blue,GSTP1,2950
n-[o-phosphono-pyridoxyl]-isoleucine,BCAT2,587
"9-hydroxy-8-methoxy-6-nitro-phenanthrol[3,4-d][1,3]dioxole-5-carboxylic acid",PLA2G2E,30814
oxaloacetate ion,CS,1431
oxaloacetate ion,SPR,6697
terlipressin,AVPR2,554
terlipressin,AVPR1B,553
terlipressin,AVPR1A,552
fumagillin,METAP2,10988
"n-dodecyl-n,n-dimethyl-3-ammonio-1-propanesulfonate",IGF1,3479
"n-dodecyl-n,n-dimethyl-3-ammonio-1-propanesulfonate",MAOB,4129
n-omega-propyl-l-arginine,NOS2,4843
n-omega-propyl-l-arginine,NOS1,4842
nitrosoethane,MB,4151
n-(5-cyclopropyl-1h-pyrazol-3-yl)benzamide,CDK2,1017
(3-carboxy-2-(r)-hydroxy-propyl)-trimethyl-ammonium,CRAT,1384
(3-carboxy-2-(r)-hydroxy-propyl)-trimethyl-ammonium,CROT,54677
"{[2-(1h-1,2,3-benzotriazol-1-yl)-2-(3,4-difluorophenyl)propane-1,3-diyl]bis[4,1-phenylene(difluoromethylene)]}bis(phosphonic acid)",PTPN1,5770
l-[(n-hydroxyamino)carbonyl]phenylalanine,CPA1,1357
ly-294002,PIM1,5292
ly-294002,PIK3CG,5294
glucosamine 6-phosphate,nagA,4668
cholic acid,FECH,2235
cholic acid,ADH1C,126
cholic acid,ESRRG,2104
cholic acid,FABP6,2172
cholic acid,COX4I1,1327
cholic acid,COX5A,9377
cholic acid,COX5B,1329
cholic acid,COX6C,1345
cholic acid,COX7B,1349
cholic acid,COX7C,1350
cholic acid,COX8A,1351
cholic acid,COX6A2,1339
cholic acid,COX6B1,1340
cholic acid,COX7A1,1346
cholic acid,PLA2G1B,5319
cholic acid,CES1,1066
cholic acid,NR1H4,9971
cholic acid,GPBAR1,151306
filaminast,PDE4B,5142
"adenosine-5'-diphosphate-2',3'-vanadate",PAPSS1,9061
novo nordisk a/s compound,PTPN1,5770
"(1r,2s)-2-phenylcyclopropanaminium",PRSS1,5644
(c8-r)-hydantocidin 5'-phosphate,purA,5813
4-deoxy-alpha-d-glucose,SMARCA5,8467
1-methylimidazole,MB,4151
"(4as,6r,8as)-11-[8-(1,3-dioxo-1,3-dihydro-2h-isoindol-2-yl)octyl]-6-hydroxy-3-methoxy-5,6,9,10-tetrahydro-4ah-[1]benzofuro[3a,3,2-ef][2]benzazepin-11-ium",ACHE,43
"2-[3-(2-hydroxy-1,1-dihydroxymethyl-ethylamino)-propylamino]-2-hydroxymethyl-propane-1,3-diol",PDE4D,5144
beta-d-galactosamine,LGALS7,3963
cyanamide,CA2,760
cyanamide,CTSK,1513
"2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium",CKS1B,1163
3-methylphenylalanine,CTSB,1508
s-{2-[amino(dihydroxy)-lambda~4~-sulfanyl]ethyl}-d-cysteine,ARG1,383
nu1025,PARP1,142
glycocholic acid,FABP6,2172
"6-aminohexyl-uridine-c1,5'-diphosphate",B4GALT1,2683
hydroxyaminovaline,MMP13,4322
hydroxyaminovaline,MMP3,4314
nicotinamide,LDHA,3939
nicotinamide,PARP1,142
nicotinamide,SIRT5,23408
nicotinamide,BST1,683
fusidic acid,cat,847
"6-[n-(1-isopropyl-1,2,3,4-tetrahydro-7-isoquinolinyl)carbamyl]-2-naphthalenecarboxamidine",PLAU,5328
resveratrol,NQO2,4835
resveratrol,CSNK2A1,1457
resveratrol,PTGS1,5742
resveratrol,PTGS2,5743
resveratrol,ALOX15,246
resveratrol,ALOX5,240
resveratrol,AHR,196
resveratrol,PI4K2B,55300
resveratrol,ITGA5,3678
resveratrol,ITGB3,3690
resveratrol,APP,351
resveratrol,SNCA,6622
resveratrol,SIRT1,23411
resveratrol,ESR1,2099
resveratrol,MTNR1A,4543
resveratrol,MTNR1B,4544
resveratrol,CLEC14A,161198
resveratrol,NR1I2,8856
resveratrol,NR1I3,9970
resveratrol,SLC2A1,6513
resveratrol,CBR1,873
resveratrol,PPARA,5465
resveratrol,PPARG,5468
resveratrol,AKT1,207
resveratrol,KHSRP,8570
"2,3,-dihydroxybenzoylserine",LCN2,3934
sorbinil,AKR1B1,231
3'-uridinemonophosphate,RNASE1,6035
compound 18,ESR1,2099
7-methyl-guanosine-5'-triphosphate,EIF4E,1977
c-(1-hydrogyl-beta-d-glucopyranosyl) formamide,PYGM,5837
alpha-d-glucopyranosyl-2-carboxylic acid amide,PYGM,5837
4-iodopyrazole,ADH1C,126
4-iodopyrazole,ADH1B,125
4-iodopyrazole,ADH1A,124
"4-oxo-2-phenylmethanesulfonyl-octahydro-pyrrolo[1,2-a]pyrazine-6-carboxylic acid [1-(n-hydroxycarbamimidoyl)-piperidin-4-ylmethyl]-amide",F2,2147
2-phosphoglycolic acid,TPI1,7167
2-phosphoglycolic acid,PKM,5315
2-phosphoglycolic acid,ENO2,2026
2-phosphoglycolic acid,PKLR,5313
2-phosphoglycolic acid,ENO3,2027
2-butyl-1-hydroxyguanidine,NOS1,4842
7-hydroxy-2-oxo-chromene-3-carboxylic acid ethyl ester,MIF,4282
4-methylthio-alpha-d-mannose,AMY2B,280
ethylmercurithiosalicylic acid,OXCT1,5019
purvalanol,CDK4,1019
purvalanol,MAPK1,5594
purvalanol,MAPK3,5595
purvalanol,CDK2,1017
purvalanol,SRPK2,6733
2-amino-3-oxo-4-sulfo-butyric acid,STS,412
3-indolebutyric acid,B2M,567
3-indolebutyric acid,TRAC,28755
3-indolebutyric acid,TRBC1,28639
3-indolebutyric acid,HLA-A,3105
cd564,RARG,5916
kifunensine,MAN2A1,4124
kifunensine,MAN1B1,11253
rpr131247,PRSS1,5644
uridine,LSM6,11157
phthalic acid,ESR1,2099
phthalic acid,PGR,5241
phthalic acid,ESR2,2100
phthalic acid,PPARA,5465
phthalic acid,PPARD,5467
phthalic acid,PPARG,5468
phthalic acid,RXRA,6256
phthalic acid,RXRB,6257
phthalic acid,RXRG,6258
glycocyamine,GAMT,2593
"9-butyl-8-(3,4,5-trimethoxybenzyl)-9h-purin-6-amine",HSP90AB1,3326
"9-butyl-8-(3,4,5-trimethoxybenzyl)-9h-purin-6-amine",HSP90AA1,3320
1-3 sugar ring of pentamannosyl 6-phosphate,M6PR,4074
pyrazole,ADH1C,126
pyrazole,ESR1,2099
pyrazole,ESR2,2100
indolepropionic acid,PLA2G2E,30814
4-methyl-umbelliferyl-n-acetyl-chitobiose,LYZ,4069
s-mercaptocysteine,TST,7263
ru79072,SRC,6714
5-mercapto-2-nitro-benzoic acid,IL12B,3593
(r)-3-hydroxytetradecanoic acid,LY96,23643
(r)-3-hydroxytetradecanoic acid,TLR4,7099
sucrose,ATOX1,475
sucrose,RTCB,51493
sucrose,ACTA1,58
sucrose,LYZ,4069
sucrose,TAS1R2,80834
(3-chloro-4-propoxy-phenyl)-acetic acid,PTGS1,5742
"1,3-propanediol",ARF1,375
"2,5-anhydroglucitol-1,6-biphosphate",FBP1,2203
dodecyltrimethylammonium,PTPN11,5781
4'-deoxy-4'-acetylyamino-pyridoxal-5'-phosphate,GOT2,2806
n-(bromoacetyl)-beta-alanyl-n-(2-{4-[(carboxycarbonyl)amino]phenyl}ethyl)-l-serinamide,PTPN1,5770
n-acetylmannosaminitol,synC,81493
pregnenolone,SULT2B1,6820
pregnenolone,NR1I2,8856
phenyl-uridine-5'-diphosphate,galE,2582
p-anisic acid,PLA2G1B,5319
p-anisic acid,PLA2G2E,30814
9-deazainosine,PNP,4860
alpha-methylene adenosine monophosphate,prs,5640
"5-hydroxymethyl-5,6-dihydrofolic acid",SHMT1,6470
"3-phenyl-1,2-propandiol",REN,5972
arabinouridine 3'-phosphate,RNASE1,6035
diethyl phosphonate,BCHE,590
rwj-56423,PRSS1,5644
"2-acetamido-2-deoxy-d-glucono-1,5-lactone",HEXB,3074
iodo-willardiine,GRIA2,2891
"1-azepan-1-yl-2-phenyl-2-(4-thioxo-1,4-dihydro-pyrazolo[3,4-d]pyrimidin-5-yl)ethanone adduct",HSD17B10,3028
canaline,OAT,4942
para-bromobenzyl alcohol,ADH1C,126
n-pyridoxyl-glycine-5-monophosphate,SHMT1,6470
n-pyridoxyl-glycine-5-monophosphate,ODC1,4953
methylphosphinate,ACHE,43
"7-(1,1-dioxo-1h-benzo[d]isothiazol-3-yloxymethyl)-2-(oxalyl-amino)-4,7-dihydro-5h-thieno[2,3-c]pyran-3-carboxylic acid",PTPN1,5770
fr236913,ADA,100
dihydrogenphosphate,DCXR,51181
[4-(2-amino-4-methyl-thiazol-5-yl)-pyrimidin-2-yl]-(3-nitro-phenyl)-amine,CDK2,1017
[4-(2-amino-4-methyl-thiazol-5-yl)-pyrimidin-2-yl]-(3-nitro-phenyl)-amine,CCNA2,890
idd552,AKR1B1,231
"alpha-d-glucose 1,6-bisphosphate",PGM1,5236
guanosine 5'-diphosphate 2':3'-cyclic monophosphate,purA,5813
guanosine 5'-diphosphate 2':3'-cyclic monophosphate,relA,5970
4-(hydrogen sulfate)-beta-d-galactopyranose,MBL2,4153
"3,4-dihydro-2h-pyrrolium-5-carboxylate",DAO,1610
"4-(1,3-benzodioxol-5-yl)-5-(5-ethyl-2,4-dihydroxyphenyl)-2h-pyrazole-3-carboxylic acid",HSP90AA1,3320
alpha-d-glucose-1-phosphate,PYGM,5837
methylphosphinic acid,BCHE,590
methylphosphinic acid,ACHE,43
l-thioproline,ANXA5,308
"{4-[3-(6,7-diethoxy-quinazolin-4-ylamino)-phenyl]-thiazol-2-yl}-methanol",FBP1,2203
das869,HPD,3242
domoic acid,GRIK2,2898
aetiocholanolone,SULT2A1,6822
aetiocholanolone,HSD17B11,51170
aetiocholanolone,IGHG2,3501
n-(3-propylcarbamoyloxirane-2-carbonyl)-isoleucyl-proline,CTSB,1508
guanosine,PNP,4860
soraphen a,ACACB,32
calyculin a,PPP1CC,5501
"4-(aminosulfonyl)-n-[(3,4,5-trifluorophenyl)methyl]-benzamide",CA2,760
dansylamide,CA2,760
deacetoxyvinzolidine,CALM1,801
3-amino-5-phenylpentane,CTSV,1515
3-amino-5-phenylpentane,CTSK,1513
3-butylthiolane 1-oxide,ADH1C,126
"cis-[4,5-bis-(4-bromophenyl)-2-(2-ethoxy-4-methoxyphenyl)-4,5-dihydroimidazol-1-yl]-[4-(2-hydroxyethyl)piperazin-1-yl]methanone",MDM2,4193
"1-(2,6-dichlorophenyl)-5-(2,4-difluorophenyl)-7-piperazin-1-yl-3,4-dihydroquinazolin-2(1h)-one",MAPK14,1432
cra_1802,PRSS1,5644
arotinoid acid,RARB,5915
3-(2-aminoethyl)-4-(aminomethyl)heptanedioic acid,ALAD,210
3-cyclohexyl-l-alanine,ZFY,7544
stavudine triphosphate,NME1,4830
fkb-001,FKBP1A,2280
"4-o-(4,6-dideoxy-4-{[4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino}-beta-d-lyxo-hexopyranosyl)-alpha-d-erythro-hexopyranose",AMY2A,279
6-hydroxyuridine-5'-phosphate,UMPS,7372
d-methionine,METAP2,10988
"sulfamic acid 2,3-o-(1-methylethylidene)-4,5-o-sulfonyl-beta-fructopyranose ester",CA2,760
3-(prop-2-ene-1-sulfinyl)-propene-1-thiol,GSR,2936
(5r)-5-{[(2-amino-3h-purin-6-yl)oxy]methyl}-2-pyrrolidinone,CDK2,1017
alpha-d-mannose 6-phosphate,IGF2R,3482
alpha-d-mannose 6-phosphate,M6PR,4074
stanolone,HSD17B1,3292
stanolone,AR,367
stanolone,ESR1,2099
stanolone,NR3C2,4306
3'-phospho-5'-adenylyl sulfate,SULT1E1,6783
ru78783,SRC,6714
octanoyl-coenzyme a,ECHS1,1892
octanoyl-coenzyme a,ECI1,1632
octanoyl-coenzyme a,ACADM,34
"2,4-diamino-6-phenyl-5,6,7,8,-tetrahydropteridine",NOS3,4846
propanoyl-coa,pccB,5096
"4-(2,4-dimethyl-1,3-thiazol-5-yl)-n-[4-(trifluoromethyl)phenyl]-2-pyrimidinamine",CDK2,1017
"4-(2,4-dimethyl-1,3-thiazol-5-yl)-n-[4-(trifluoromethyl)phenyl]-2-pyrimidinamine",CCNA2,890
n-hydroxy-4-(methyl{[5-(2-pyridinyl)-2-thienyl]sulfonyl}amino)benzamide,HDAC8,55869
zardaverine,PDE4D,5144
"2,4-diamino-6-[n-(3',4',5'-trimethoxybenzyl)-n-methylamino]pyrido[2,3-d]pyrimidine",DHFR,1719
"(4r)-limonene 1??,2??-epoxide",LCN9,392399
piretanide,SLC12A1,6557
k201 free base,ANXA5,308
